sample_index,time_s,voltage_mV
7907,3.9535,2.84469
7908,3.954,2.87048
7909,3.9545,2.87853
7910,3.955,2.87612
7911,3.9555,2.87773
7912,3.956,2.86564
7913,3.9565,2.87934
7914,3.957,2.88176
7915,3.9575,2.8737
7916,3.958,2.86886
7917,3.9585,2.88659
7918,3.959,2.89223
7919,3.9595,2.90352
7920,3.96,2.90352
7921,3.9605,2.92286
7922,3.961,2.93575
7923,3.9615,2.94623
7924,3.962,2.93736
7925,3.9625,2.92447
7926,3.963,2.92205
7927,3.9635,2.9156
7928,3.964,2.90916
7929,3.9645,2.91319
7930,3.965,2.88982
7931,3.9655,2.88095
7932,3.966,2.88095
7933,3.9665,2.85516
7934,3.967,2.85114
7935,3.9675,2.85597
7936,3.968,2.81407
7937,3.9685,2.80601
7938,3.969,2.79553
7939,3.9695,2.76813
7940,3.97,2.76168
7941,3.9705,2.75201
7942,3.971,2.75685
7943,3.9715,2.7633
7944,3.972,2.77941
7945,3.9725,2.77377
7946,3.973,2.77619
7947,3.9735,2.7915
7948,3.974,2.77619
7949,3.9745,2.79875
7950,3.975,2.79795
7951,3.9755,2.80359
7952,3.976,2.80198
7953,3.9765,2.80762
7954,3.977,2.80359
7955,3.9775,2.78425
7956,3.978,2.77297
7957,3.9785,2.7504
7958,3.979,2.72462
7959,3.9795,2.69883
7960,3.98,2.6811
7961,3.9805,2.6674
7962,3.981,2.66015
7963,3.9815,2.64564
7964,3.982,2.62549
7965,3.9825,2.6126
7966,3.983,2.60454
7967,3.9835,2.59165
7968,3.984,2.58681
7969,3.9845,2.57875
7970,3.985,2.57714
7971,3.9855,2.58842
7972,3.986,2.59568
7973,3.9865,2.5981
7974,3.987,2.61421
7975,3.9875,2.60777
7976,3.988,2.61744
7977,3.9885,2.60857
7978,3.989,2.60212
7979,3.9895,2.57392
7980,3.99,2.56183
7981,3.9905,2.54571
7982,3.991,2.53363
7983,3.9915,2.52234
7984,3.992,2.49897
7985,3.9925,2.48286
7986,3.993,2.46593
7987,3.9935,2.45868
7988,3.994,2.44821
7989,3.9945,2.44256
7990,3.995,2.45062
7991,3.9955,2.44821
7992,3.996,2.45385
7993,3.9965,2.46271
7994,3.997,2.48044
7995,3.9975,2.50945
7996,3.998,2.50542
7997,3.9985,2.52476
7998,3.999,2.53121
7999,3.9995,2.54491
8000,4.0,2.55538
8001,4.0005,2.557
8002,4.001,2.557
8003,4.0015,2.56022
8004,4.002,2.55297
8005,4.0025,2.54571
8006,4.003,2.52799
8007,4.0035,2.50381
8008,4.004,2.48366
8009,4.0045,2.46271
8010,4.005,2.43048
8011,4.0055,2.39018
8012,4.006,2.38132
8013,4.0065,2.37084
8014,4.007,2.37568
8015,4.0075,2.37326
8016,4.008,2.37407
8017,4.0085,2.37326
8018,4.009,2.37165
8019,4.0095,2.39018
8020,4.01,2.39985
8021,4.0105,2.43209
8022,4.011,2.43531
8023,4.0115,2.46271
8024,4.012,2.46916
8025,4.0125,2.45788
8026,4.013,2.49656
8027,4.0135,2.49414
8028,4.014,2.50703
8029,4.0145,2.50945
8030,4.015,2.50945
8031,4.0155,2.51026
8032,4.016,2.5159
8033,4.0165,2.503
8034,4.017,2.48044
8035,4.0175,2.47722
8036,4.018,2.47963
8037,4.0185,2.45707
8038,4.019,2.43692
8039,4.0195,2.42564
8040,4.02,2.42806
8041,4.0205,2.41919
8042,4.021,2.44095
8043,4.0215,2.43773
8044,4.022,2.44095
8045,4.0225,2.44982
8046,4.023,2.47399
8047,4.0235,2.46029
8048,4.024,2.48608
8049,4.0245,2.47802
8050,4.025,2.47077
8051,4.0255,2.46271
8052,4.026,2.47963
8053,4.0265,2.50139
8054,4.027,2.50542
8055,4.0275,2.48205
8056,4.028,2.47722
8057,4.0285,2.4756
8058,4.029,2.46996
8059,4.0295,2.45868
8060,4.03,2.45304
8061,4.0305,2.43853
8062,4.031,2.42161
8063,4.0315,2.40388
8064,4.032,2.40791
8065,4.0325,2.41275
8066,4.033,2.40952
8067,4.0335,2.40872
8068,4.034,2.42
8069,4.0345,2.42725
8070,4.035,2.4474
8071,4.0355,2.46593
8072,4.036,2.47722
8073,4.0365,2.48447
8074,4.037,2.49253
8075,4.0375,2.49897
8076,4.038,2.49333
8077,4.0385,2.49575
8078,4.039,2.49414
8079,4.0395,2.49172
8080,4.04,2.46352
8081,4.0405,2.44982
8082,4.041,2.42564
8083,4.0415,2.39099
8084,4.042,2.36198
8085,4.0425,2.36359
8086,4.043,2.3378
8087,4.0435,2.33216
8088,4.044,2.32249
8089,4.0445,2.32733
8090,4.045,2.32894
8091,4.0455,2.33458
8092,4.046,2.32894
8093,4.0465,2.34586
8094,4.047,2.37729
8095,4.0475,2.42161
8096,4.048,2.44982
8097,4.0485,2.46593
8098,4.049,2.46432
8099,4.0495,2.47319
8100,4.05,2.45788
8101,4.0505,2.47802
8102,4.051,2.47963
8103,4.0515,2.48769
8104,4.052,2.46916
8105,4.0525,2.46674
8106,4.053,2.45304
8107,4.0535,2.43209
8108,4.054,2.43289
8109,4.0545,2.44901
8110,4.055,2.45868
8111,4.0555,2.45788
8112,4.056,2.45304
8113,4.0565,2.43048
8114,4.057,2.44095
8115,4.0575,2.44095
8116,4.058,2.44821
8117,4.0585,2.43853
8118,4.059,2.42645
8119,4.0595,2.44095
8120,4.06,2.43853
8121,4.0605,2.45143
8122,4.061,2.46029
8123,4.0615,2.45707
8124,4.062,2.45788
8125,4.0625,2.44498
8126,4.063,2.42806
8127,4.0635,2.42322
8128,4.064,2.40308
8129,4.0645,2.39582
8130,4.065,2.39099
8131,4.0655,2.39582
8132,4.066,2.40469
8133,4.0665,2.40227
8134,4.067,2.41033
8135,4.0675,2.41919
8136,4.068,2.42806
8137,4.0685,2.45223
8138,4.069,2.43209
8139,4.0695,2.44579
8140,4.07,2.45143
8141,4.0705,2.46029
8142,4.071,2.45788
8143,4.0715,2.45949
8144,4.072,2.45385
8145,4.0725,2.45868
8146,4.073,2.46674
8147,4.0735,2.47963
8148,4.074,2.48689
8149,4.0745,2.49575
8150,4.075,2.48366
8151,4.0755,2.51429
8152,4.076,2.503
8153,4.0765,2.503
8154,4.077,2.51509
8155,4.0775,2.49172
8156,4.078,2.49978
8157,4.0785,2.50059
8158,4.079,2.49333
8159,4.0795,2.49011
8160,4.08,2.47077
8161,4.0805,2.48608
8162,4.081,2.46835
8163,4.0815,2.46593
8164,4.082,2.45707
8165,4.0825,2.45868
8166,4.083,2.45546
8167,4.0835,2.45143
8168,4.084,2.45062
8169,4.0845,2.45788
8170,4.085,2.4885
8171,4.0855,2.49011
8172,4.086,2.49817
8173,4.0865,2.49011
8174,4.087,2.49011
8175,4.0875,2.49978
8176,4.088,2.49011
8177,4.0885,2.49011
8178,4.089,2.49172
8179,4.0895,2.48608
8180,4.09,2.49333
8181,4.0905,2.49253
8182,4.091,2.49253
8183,4.0915,2.48447
8184,4.092,2.47963
8185,4.0925,2.4619
8186,4.093,2.4756
8187,4.0935,2.48205
8188,4.094,2.49172
8189,4.0945,2.47883
8190,4.095,2.46593
8191,4.0955,2.45385
8192,4.096,2.45626
8193,4.0965,2.46271
8194,4.097,2.47722
8195,4.0975,2.46916
8196,4.098,2.46916
8197,4.0985,2.46674
8198,4.099,2.44821
8199,4.0995,2.43853
8200,4.1,2.42725
8201,4.1005,2.42484
8202,4.101,2.39744
8203,4.1015,2.35875
8204,4.102,2.34344
8205,4.1025,2.33538
8206,4.103,2.3233
8207,4.1035,2.28623
8208,4.104,2.26044
8209,4.1045,2.27495
8210,4.105,2.26608
8211,4.1055,2.27656
8212,4.106,2.27333
8213,4.1065,2.27333
8214,4.107,2.30718
8215,4.1075,2.34828
8216,4.108,2.37648
8217,4.1085,2.39099
8218,4.109,2.42806
8219,4.1095,2.45868
8220,4.11,2.47077
8221,4.1105,2.48608
8222,4.111,2.52073
8223,4.1115,2.55055
8224,4.112,2.55216
8225,4.1125,2.56586
8226,4.113,2.57392
8227,4.1135,2.57956
8228,4.114,2.58359
8229,4.1145,2.57956
8230,4.115,2.57392
8231,4.1155,2.5715
8232,4.116,2.58681
8233,4.1165,2.57875
8234,4.117,2.57231
8235,4.1175,2.55055
8236,4.118,2.53282
8237,4.1185,2.50864
8238,4.119,2.51429
8239,4.1195,2.5159
8240,4.12,2.48689
8241,4.1205,2.47158
8242,4.121,2.46432
8243,4.1215,2.44498
8244,4.122,2.43773
8245,4.1225,2.43934
8246,4.123,2.42242
8247,4.1235,2.42484
8248,4.124,2.41919
8249,4.1245,2.42242
8250,4.125,2.41033
8251,4.1255,2.42484
8252,4.126,2.39179
8253,4.1265,2.41194
8254,4.127,2.42645
8255,4.1275,2.43289
8256,4.128,2.43692
8257,4.1285,2.42403
8258,4.129,2.44579
8259,4.1295,2.49736
8260,4.13,2.50542
8261,4.1305,2.50864
8262,4.131,2.49978
8263,4.1315,2.49656
8264,4.132,2.50542
8265,4.1325,2.51832
8266,4.133,2.50139
8267,4.1335,2.49897
8268,4.134,2.51832
8269,4.1345,2.53524
8270,4.135,2.53363
8271,4.1355,2.54974
8272,4.136,2.56103
8273,4.1365,2.55377
8274,4.137,2.53363
8275,4.1375,2.5296
8276,4.138,2.51267
8277,4.1385,2.52073
8278,4.139,2.50784
8279,4.1395,2.50945
8280,4.14,2.503
8281,4.1405,2.48527
8282,4.141,2.46835
8283,4.1415,2.47319
8284,4.142,2.47077
8285,4.1425,2.45707
8286,4.143,2.46916
8287,4.1435,2.47319
8288,4.144,2.46674
8289,4.1445,2.46432
8290,4.145,2.46352
8291,4.1455,2.4474
8292,4.146,2.43773
8293,4.1465,2.43451
8294,4.147,2.41516
8295,4.1475,2.45304
8296,4.148,2.43209
8297,4.1485,2.43531
8298,4.149,2.44982
8299,4.1495,2.44579
8300,4.15,2.45385
8301,4.1505,2.46755
8302,4.151,2.48205
8303,4.1515,2.47963
8304,4.152,2.47963
8305,4.1525,2.4893
8306,4.153,2.50542
8307,4.1535,2.53685
8308,4.154,2.53121
8309,4.1545,2.51751
8310,4.155,2.50059
8311,4.1555,2.48608
8312,4.156,2.48527
8313,4.1565,2.45626
8314,4.157,2.42564
8315,4.1575,2.41275
8316,4.158,2.40227
8317,4.1585,2.39582
8318,4.159,2.39018
8319,4.1595,2.3789
8320,4.16,2.37004
8321,4.1605,2.36601
8322,4.161,2.35311
8323,4.1615,2.36762
8324,4.162,2.34425
8325,4.1625,2.37326
8326,4.163,2.39018
8327,4.1635,2.40147
8328,4.164,2.42806
8329,4.1645,2.43612
8330,4.165,2.45788
8331,4.1655,2.48366
8332,4.166,2.49011
8333,4.1665,2.52073
8334,4.167,2.54652
8335,4.1675,2.5844
8336,4.168,2.57392
8337,4.1685,2.58681
8338,4.169,2.57714
8339,4.1695,2.59407
8340,4.17,2.60938
8341,4.1705,2.59326
8342,4.171,2.60293
8343,4.1715,2.59487
8344,4.172,2.5715
8345,4.1725,2.58198
8346,4.173,2.59084
8347,4.1735,2.61179
8348,4.174,2.60212
8349,4.1745,2.58681
8350,4.175,2.557
8351,4.1755,2.56264
8352,4.176,2.57473
8353,4.1765,2.58198
8354,4.177,2.56344
8355,4.1775,2.54813
8356,4.178,2.56586
8357,4.1785,2.557
8358,4.179,2.54733
8359,4.1795,2.54652
8360,4.18,2.50542
8361,4.1805,2.56908
8362,4.181,2.56908
8363,4.1815,2.58198
8364,4.182,2.5707
8365,4.1825,2.54894
8366,4.183,2.53846
8367,4.1835,2.53121
8368,4.184,2.53363
8369,4.1845,2.53524
8370,4.185,2.53443
8371,4.1855,2.55055
8372,4.186,2.52073
8373,4.1865,2.54088
8374,4.187,2.54169
8375,4.1875,2.52234
8376,4.188,2.52154
8377,4.1885,2.5296
8378,4.189,2.52637
8379,4.1895,2.53524
8380,4.19,2.53282
8381,4.1905,2.53121
8382,4.191,2.54974
8383,4.1915,2.53363
8384,4.192,2.51509
8385,4.1925,2.50542
8386,4.193,2.50784
8387,4.1935,2.49656
8388,4.194,2.46674
8389,4.1945,2.45788
8390,4.195,2.46916
8391,4.1955,2.45868
8392,4.196,2.46029
8393,4.1965,2.4611
8394,4.197,2.45385
8395,4.1975,2.44095
8396,4.198,2.45546
8397,4.1985,2.4611
8398,4.199,2.46352
8399,4.1995,2.46916
8400,4.2,2.45788
8401,4.2005,2.47158
8402,4.201,2.48286
8403,4.2015,2.47158
8404,4.202,2.47722
8405,4.2025,2.47399
8406,4.203,2.48527
8407,4.2035,2.46513
8408,4.204,2.44256
8409,4.2045,2.42886
8410,4.205,2.42
8411,4.2055,2.42
8412,4.206,2.40147
8413,4.2065,2.40308
8414,4.207,2.34425
8415,4.2075,2.37084
8416,4.208,2.35956
8417,4.2085,2.36198
8418,4.209,2.36681
8419,4.2095,2.36601
8420,4.21,2.38132
8421,4.2105,2.39824
8422,4.211,2.41597
8423,4.2115,2.43531
8424,4.212,2.46352
8425,4.2125,2.46674
8426,4.213,2.48366
8427,4.2135,2.50784
8428,4.214,2.51348
8429,4.2145,2.52154
8430,4.215,2.52154
8431,4.2155,2.5167
8432,4.216,2.50059
8433,4.2165,2.49978
8434,4.217,2.49897
8435,4.2175,2.50139
8436,4.218,2.4885
8437,4.2185,2.46916
8438,4.219,2.4885
8439,4.2195,2.47963
8440,4.22,2.47722
8441,4.2205,2.48125
8442,4.221,2.47883
8443,4.2215,2.47238
8444,4.222,2.48286
8445,4.2225,2.49253
8446,4.223,2.50381
8447,4.2235,2.50542
8448,4.224,2.51187
8449,4.2245,2.50703
8450,4.225,2.49656
8451,4.2255,2.49253
8452,4.226,2.48044
8453,4.2265,2.47158
8454,4.227,2.46432
8455,4.2275,2.47722
8456,4.228,2.44095
8457,4.2285,2.45304
8458,4.229,2.44901
8459,4.2295,2.45143
8460,4.23,2.44418
8461,4.2305,2.43773
8462,4.231,2.42161
8463,4.2315,2.45788
8464,4.232,2.44015
8465,4.2325,2.43773
8466,4.233,2.43209
8467,4.2335,2.43773
8468,4.234,2.45143
8469,4.2345,2.46029
8470,4.235,2.4748
8471,4.2355,2.46432
8472,4.236,2.4611
8473,4.2365,2.45949
8474,4.237,2.4611
8475,4.2375,2.48527
8476,4.238,2.49172
8477,4.2385,2.52073
8478,4.239,2.51267
8479,4.2395,2.50703
8480,4.24,2.503
8481,4.2405,2.49414
8482,4.241,2.49011
8483,4.2415,2.48689
8484,4.242,2.49978
8485,4.2425,2.51026
8486,4.243,2.48608
8487,4.2435,2.47963
8488,4.244,2.45788
8489,4.2445,2.46755
8490,4.245,2.4619
8491,4.2455,2.46996
8492,4.246,2.48286
8493,4.2465,2.47077
8494,4.247,2.46674
8495,4.2475,2.47077
8496,4.248,2.47963
8497,4.2485,2.4748
8498,4.249,2.47399
8499,4.2495,2.46352
8500,4.25,2.46432
8501,4.2505,2.45385
8502,4.251,2.46352
8503,4.2515,2.46674
8504,4.252,2.46271
8505,4.2525,2.46352
8506,4.253,2.46029
8507,4.2535,2.46352
8508,4.254,2.44982
8509,4.2545,2.45143
8510,4.255,2.45304
8511,4.2555,2.44015
8512,4.256,2.43048
8513,4.2565,2.44337
8514,4.257,2.43612
8515,4.2575,2.44498
8516,4.258,2.4474
8517,4.2585,2.45465
8518,4.259,2.46674
8519,4.2595,2.47883
8520,4.26,2.49656
8521,4.2605,2.51187
8522,4.261,2.5296
8523,4.2615,2.56586
8524,4.262,2.59165
8525,4.2625,2.60777
8526,4.263,2.63355
8527,4.2635,2.66337
8528,4.264,2.69319
8529,4.2645,2.70286
8530,4.265,2.71495
8531,4.2655,2.72864
8532,4.266,2.73509
8533,4.2665,2.76088
8534,4.267,2.7633
8535,4.2675,2.77619
8536,4.268,2.82132
8537,4.2685,2.85355
8538,4.269,2.8874
8539,4.2695,2.92125
8540,4.27,2.95348
8541,4.2705,3.00183
8542,4.271,3.02117
8543,4.2715,3.0381
8544,4.272,3.05663
8545,4.2725,3.08161
8546,4.273,3.10095
8547,4.2735,3.09612
8548,4.274,3.08564
8549,4.2745,3.06147
8550,4.275,3.0526
8551,4.2755,3.05582
8552,4.276,3.04938
8553,4.2765,3.05663
8554,4.277,3.03648
8555,4.2775,3.00747
8556,4.278,2.98249
8557,4.2785,2.94784
8558,4.279,2.88579
8559,4.2795,2.85033
8560,4.28,2.79634
8561,4.2805,2.7633
8562,4.281,2.71656
8563,4.2815,2.69077
8564,4.282,2.68352
8565,4.2825,2.6537
8566,4.283,2.63516
8567,4.2835,2.59326
8568,4.284,2.56989
8569,4.2845,2.53363
8570,4.285,2.51832
8571,4.2855,2.51267
8572,4.286,2.49253
8573,4.2865,2.48447
8574,4.287,2.43531
8575,4.2875,2.39099
8576,4.288,2.37004
8577,4.2885,2.34344
8578,4.289,2.28784
8579,4.2895,2.2556
8580,4.29,2.23788
8581,4.2905,2.23143
8582,4.291,2.24674
8583,4.2915,2.23949
8584,4.292,2.26125
8585,4.2925,2.28623
8586,4.293,2.30234
8587,4.2935,2.31282
8588,4.294,2.3096
8589,4.2945,2.3507
8590,4.295,2.39341
8591,4.2955,2.41194
8592,4.296,2.42
8593,4.2965,2.43048
8594,4.297,2.45788
8595,4.2975,2.47883
8596,4.298,2.50784
8597,4.2985,2.54249
8598,4.299,2.56103
8599,4.2995,2.58681
8600,4.3,2.59971
8601,4.3005,2.59971
8602,4.301,2.62066
8603,4.3015,2.62872
8604,4.302,2.63033
8605,4.3025,2.63355
8606,4.303,2.62952
8607,4.3035,2.62549
8608,4.304,2.63114
8609,4.3045,2.62308
8610,4.305,2.6126
8611,4.3055,2.60535
8612,4.306,2.58681
8613,4.3065,2.57875
8614,4.307,2.56908
8615,4.3075,2.5441
8616,4.308,2.52234
8617,4.3085,2.5159
8618,4.309,2.49656
8619,4.3095,2.49172
8620,4.31,2.47722
8621,4.3105,2.46674
8622,4.311,2.45707
8623,4.3115,2.45385
8624,4.312,2.45465
8625,4.3125,2.43531
8626,4.313,2.43209
8627,4.3135,2.43451
8628,4.314,2.43209
8629,4.3145,2.42806
8630,4.315,2.46029
8631,4.3155,2.46593
8632,4.316,2.46593
8633,4.3165,2.48608
8634,4.317,2.50462
8635,4.3175,2.52879
8636,4.318,2.51348
8637,4.3185,2.54813
8638,4.319,2.5578
8639,4.3195,2.57795
8640,4.32,2.56908
8641,4.3205,2.5981
8642,4.321,2.5989
8643,4.3215,2.59971
8644,4.322,2.60374
8645,4.3225,2.61502
8646,4.323,2.62711
8647,4.3235,2.62227
8648,4.324,2.61099
8649,4.3245,2.62147
8650,4.325,2.62952
8651,4.3255,2.60615
8652,4.326,2.59971
8653,4.3265,2.58681
8654,4.327,2.59971
8655,4.3275,2.58278
8656,4.328,2.52637
8657,4.3285,2.57311
8658,4.329,2.57311
8659,4.3295,2.5578
8660,4.33,2.56022
8661,4.3305,2.5578
8662,4.331,2.54169
8663,4.3315,2.55538
8664,4.332,2.56747
8665,4.3325,2.5578
8666,4.333,2.55297
8667,4.3335,2.54813
8668,4.334,2.55619
8669,4.3345,2.55458
8670,4.335,2.56183
8671,4.3355,2.58278
8672,4.336,2.56989
8673,4.3365,2.57231
8674,4.337,2.57634
8675,4.3375,2.56989
8676,4.338,2.58037
8677,4.3385,2.57392
8678,4.339,2.57392
8679,4.3395,2.56586
8680,4.34,2.55458
8681,4.3405,2.54571
8682,4.341,2.55458
8683,4.3415,2.55619
8684,4.342,2.54894
8685,4.3425,2.55216
8686,4.343,2.53121
8687,4.3435,2.5304
8688,4.344,2.50703
8689,4.3445,2.52154
8690,4.345,2.51267
8691,4.3455,2.52234
8692,4.346,2.52557
8693,4.3465,2.52718
8694,4.347,2.53685
8695,4.3475,2.53604
8696,4.348,2.54813
8697,4.3485,2.56586
8698,4.349,2.55861
8699,4.3495,2.58278
8700,4.35,2.59729
8701,4.3505,2.60938
8702,4.351,2.61341
8703,4.3515,2.61099
8704,4.352,2.60857
8705,4.3525,2.61341
8706,4.353,2.62147
8707,4.3535,2.6126
8708,4.354,2.61018
8709,4.3545,2.60212
8710,4.355,2.6126
8711,4.3555,2.61341
8712,4.356,2.62711
8713,4.3565,2.61502
8714,4.357,2.61099
8715,4.3575,2.59165
8716,4.358,2.59487
8717,4.3585,2.59971
8718,4.359,2.59568
8719,4.3595,2.60051
8720,4.36,2.60777
8721,4.3605,2.60615
8722,4.361,2.60615
8723,4.3615,2.61018
8724,4.362,2.61179
8725,4.3625,2.61341
8726,4.363,2.61018
8727,4.3635,2.62388
8728,4.364,2.61502
8729,4.3645,2.60535
8730,4.365,2.59568
8731,4.3655,2.58842
8732,4.366,2.52879
8733,4.3665,2.56344
8734,4.367,2.56183
8735,4.3675,2.56667
8736,4.368,2.55458
8737,4.3685,2.56989
8738,4.369,2.56183
8739,4.3695,2.56747
8740,4.37,2.57875
8741,4.3705,2.57311
8742,4.371,2.56908
8743,4.3715,2.58198
8744,4.372,2.5852
8745,4.3725,2.59971
8746,4.373,2.62711
8747,4.3735,2.64081
8748,4.374,2.6674
8749,4.3745,2.66901
8750,4.375,2.66579
8751,4.3755,2.65773
8752,4.376,2.67062
8753,4.3765,2.68352
8754,4.377,2.68593
8755,4.3775,2.69641
8756,4.378,2.6956
8757,4.3785,2.68916
8758,4.379,2.69641
8759,4.3795,2.6811
8760,4.38,2.68755
8761,4.3805,2.67385
8762,4.381,2.6811
8763,4.3815,2.67707
8764,4.382,2.67868
8765,4.3825,2.67465
8766,4.383,2.67143
8767,4.3835,2.66821
8768,4.384,2.66821
8769,4.3845,2.67949
8770,4.385,2.67707
8771,4.3855,2.68593
8772,4.386,2.6819
8773,4.3865,2.68835
8774,4.387,2.69883
8775,4.3875,2.71172
8776,4.388,2.71817
8777,4.3885,2.73106
8778,4.389,2.73267
8779,4.3895,2.72784
8780,4.39,2.73993
8781,4.3905,2.7359
8782,4.391,2.72462
8783,4.3915,2.72623
8784,4.392,2.7222
8785,4.3925,2.73106
8786,4.393,2.70527
8787,4.3935,2.68996
8788,4.394,2.68835
8789,4.3945,2.67546
8790,4.395,2.6811
8791,4.3955,2.68513
8792,4.396,2.66015
8793,4.3965,2.66176
8794,4.397,2.66498
8795,4.3975,2.6674
8796,4.398,2.68029
8797,4.3985,2.68996
8798,4.399,2.69077
8799,4.3995,2.71092
8800,4.4,2.71011
8801,4.4005,2.71253
8802,4.401,2.71414
8803,4.4015,2.71817
8804,4.402,2.73509
8805,4.4025,2.74154
8806,4.403,2.74396
8807,4.4035,2.75363
8808,4.404,2.75282
8809,4.4045,2.74557
8810,4.405,2.71656
8811,4.4055,2.7093
8812,4.406,2.71092
8813,4.4065,2.72623
8814,4.407,2.73993
8815,4.4075,2.73832
8816,4.408,2.7504
8817,4.4085,2.74315
8818,4.409,2.74396
8819,4.4095,2.75201
8820,4.41,2.74799
8821,4.4105,2.75927
8822,4.411,2.75443
8823,4.4115,2.76652
8824,4.412,2.76249
8825,4.4125,2.76813
8826,4.413,2.7633
8827,4.4135,2.77055
8828,4.414,2.7633
8829,4.4145,2.75443
8830,4.415,2.7504
8831,4.4155,2.74234
8832,4.416,2.72864
8833,4.4165,2.73429
8834,4.417,2.72139
8835,4.4175,2.72864
8836,4.418,2.71172
8837,4.4185,2.70125
8838,4.419,2.70608
8839,4.4195,2.70125
8840,4.42,2.71253
8841,4.4205,2.71656
8842,4.421,2.72462
8843,4.4215,2.74476
8844,4.422,2.76491
8845,4.4225,2.78022
8846,4.423,2.80198
8847,4.4235,2.8189
8848,4.424,2.85436
8849,4.4245,2.88579
8850,4.425,2.91641
8851,4.4255,2.9422
8852,4.426,2.95348
8853,4.4265,2.95187
8854,4.427,2.95429
8855,4.4275,2.94784
8856,4.428,2.94381
8857,4.4285,2.92286
8858,4.429,2.87048
8859,4.4295,2.90432
8860,4.43,2.89304
8861,4.4305,2.88418
8862,4.431,2.87451
8863,4.4315,2.86645
8864,4.432,2.84469
8865,4.4325,2.83099
8866,4.433,2.84308
8867,4.4335,2.82535
8868,4.434,2.82857
8869,4.4345,2.82938
8870,4.435,2.82938
8871,4.4355,2.83018
8872,4.436,2.83985
8873,4.4365,2.85275
8874,4.437,2.85355
8875,4.4375,2.86
8876,4.438,2.86242
8877,4.4385,2.86403
8878,4.439,2.86161
8879,4.4395,2.86886
8880,4.44,2.88095
8881,4.4405,2.8737
8882,4.441,2.86645
8883,4.4415,2.86242
8884,4.442,2.84066
8885,4.4425,2.83985
8886,4.443,2.82535
8887,4.4435,2.80762
8888,4.444,2.80278
8889,4.4445,2.7907
8890,4.445,2.78908
8891,4.4455,2.78264
8892,4.446,2.77458
8893,4.4465,2.77377
8894,4.447,2.78667
8895,4.4475,2.78667
8896,4.448,2.7907
8897,4.4485,2.80117
8898,4.449,2.80198
8899,4.4495,2.81004
8900,4.45,2.81245
8901,4.4505,2.8189
8902,4.451,2.81971
8903,4.4515,2.82777
8904,4.452,2.82212
8905,4.4525,2.79392
8906,4.453,2.78667
8907,4.4535,2.78344
8908,4.454,2.7641
8909,4.4545,2.75766
8910,4.455,2.74154
8911,4.4555,2.72784
8912,4.456,2.70769
8913,4.4565,2.6956
8914,4.457,2.68593
8915,4.4575,2.67465
8916,4.458,2.67143
8917,4.4585,2.66095
8918,4.459,2.66015
8919,4.4595,2.65773
8920,4.46,2.64806
8921,4.4605,2.64967
8922,4.461,2.63678
8923,4.4615,2.6263
8924,4.462,2.62227
8925,4.4625,2.61905
8926,4.463,2.60374
8927,4.4635,2.60777
8928,4.464,2.60615
8929,4.4645,2.60051
8930,4.465,2.60293
8931,4.4655,2.59648
8932,4.466,2.59245
8933,4.4665,2.5578
8934,4.467,2.53927
8935,4.4675,2.52315
8936,4.468,2.50864
8937,4.4685,2.48447
8938,4.469,2.47802
8939,4.4695,2.45304
8940,4.47,2.44095
8941,4.4705,2.42645
8942,4.471,2.42403
8943,4.4715,2.43048
8944,4.472,2.44498
8945,4.4725,2.4611
8946,4.473,2.47077
8947,4.4735,2.48447
8948,4.474,2.49897
8949,4.4745,2.49736
8950,4.475,2.50381
8951,4.4755,2.52154
8952,4.476,2.54571
8953,4.4765,2.55861
8954,4.477,2.56586
8955,4.4775,2.57634
8956,4.478,2.57473
8957,4.4785,2.58037
8958,4.479,2.58198
8959,4.4795,2.58923
8960,4.48,2.59084
8961,4.4805,2.59245
8962,4.481,2.57311
8963,4.4815,2.57634
8964,4.482,2.55619
8965,4.4825,2.53927
8966,4.483,2.53363
8967,4.4835,2.52557
8968,4.484,2.5304
8969,4.4845,2.54007
8970,4.485,2.52718
8971,4.4855,2.5304
8972,4.486,2.5304
8973,4.4865,2.52879
8974,4.487,2.51832
8975,4.4875,2.52234
8976,4.488,2.52557
8977,4.4885,2.50864
8978,4.489,2.51993
8979,4.4895,2.52637
8980,4.49,2.51106
8981,4.4905,2.50542
8982,4.491,2.49253
8983,4.4915,2.47963
8984,4.492,2.46674
8985,4.4925,2.47077
8986,4.493,2.45546
8987,4.4935,2.46916
8988,4.494,2.46916
8989,4.4945,2.45385
8990,4.495,2.43853
8991,4.4955,2.4474
8992,4.496,2.44015
8993,4.4965,2.45304
8994,4.497,2.46352
8995,4.4975,2.4619
8996,4.498,2.47722
8997,4.4985,2.4893
8998,4.499,2.4893
8999,4.4995,2.49575
9000,4.5,2.50059
9001,4.5005,2.49253
9002,4.501,2.49333
9003,4.5015,2.49656
9004,4.502,2.49656
9005,4.5025,2.49011
9006,4.503,2.49253
9007,4.5035,2.48447
9008,4.504,2.47319
9009,4.5045,2.46593
9010,4.505,2.45062
9011,4.5055,2.45223
9012,4.506,2.43289
9013,4.5065,2.43048
9014,4.507,2.42564
9015,4.5075,2.42322
9016,4.508,2.40952
9017,4.5085,2.41033
9018,4.509,2.41758
9019,4.5095,2.42161
9020,4.51,2.43692
9021,4.5105,2.43209
9022,4.511,2.4337
9023,4.5115,2.44176
9024,4.512,2.43853
9025,4.5125,2.44659
